FILENAME	SEQ	COMPOUND_NAME	MOLECULEMASS	INSTRUMENT	IONSOURCE	EXTRACTSCAN	SMILES	INCHI	INCHIAUX	CHARGE	IONMODE	PUBMED	ACQUISITION	EXACTMASS	DATACOLLECTOR	ADDUCT	CASNUMBER	PI	LIBQUALITY	GENUS	SPECIES	INTEREST	STRAIN
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'oxandrolone (Delta Mass:-100.02)'	0	Orbitrap	LC-ESI	3805	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:-26.02)'	0	Orbitrap	LC-ESI	3806	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:-26.02)'	0	Orbitrap	LC-ESI	3807	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	3808	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:-26.02)'	0	Orbitrap	LC-ESI	3809	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'forskolin (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3810	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-63.98)'	0	Orbitrap	LC-ESI	3811	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-76.03)'	0	Orbitrap	LC-ESI	3812	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-116.06)'	0	Orbitrap	LC-ESI	3813	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'indocyanine green (Delta Mass:-16.03)'	0	Orbitrap	LC-ESI	3814	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-116.06)'	0	Orbitrap	LC-ESI	3815	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-116.06)'	0	Orbitrap	LC-ESI	3816	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:16.03)'	0	Orbitrap	LC-ESI	3817	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-90.05)'	0	Orbitrap	LC-ESI	3818	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-21.98)'	0	Orbitrap	LC-ESI	3819	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'artemisinin (Delta Mass:-21.98)'	0	Orbitrap	LC-ESI	3820	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'oxymetholone (Delta Mass:-44.03)'	0	Orbitrap	LC-ESI	3821	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'iloprost  (Delta Mass:-26.02)'	0	Orbitrap	LC-ESI	3822	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'deferoxamine (Delta Mass:27.99)'	0	Orbitrap	LC-ESI	3823	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'deferoxamine (Delta Mass:77.99)'	0	Orbitrap	LC-ESI	3824	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'maprotiline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3825	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'nortriptyline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3826	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3827	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3828	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3829	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3830	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'maprotiline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3831	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3832	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3833	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'nortriptyline (Delta Mass:14.02)', 'protriptyline  (Delta Mass:14.02)'"	0	Orbitrap	LC-ESI	3834	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'maprotiline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3835	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'nortriptyline (Delta Mass:14.02)', 'protriptyline  (Delta Mass:14.02)'"	0	Orbitrap	LC-ESI	3836	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'nortriptyline (Delta Mass:14.02)', 'protriptyline  (Delta Mass:14.02)', 'nortriptyline  (Delta Mass:14.02)'"	0	Orbitrap	LC-ESI	3837	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'nortriptyline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3838	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'nortriptyline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3839	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'nortriptyline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3840	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'maprotiline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3841	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3842	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3843	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3844	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'betaxolol (Delta Mass:-40.03)', 'betaxolol  (Delta Mass:-40.03)', 'levobetaxolol  (Delta Mass:-40.03)'"	0	Orbitrap	LC-ESI	3845	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'betaxolol (Delta Mass:-40.03)', 'metoprolol (Delta Mass:14.02)', 'betaxolol  (Delta Mass:-40.03)', 'alprenolol  (Delta Mass:18.01)', 'levobetaxolol  (Delta Mass:-40.03)'"	0	Orbitrap	LC-ESI	3846	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'betaxolol (Delta Mass:-40.03)', 'betaxolol  (Delta Mass:-40.03)', 'alprenolol  (Delta Mass:18.01)', 'levobetaxolol  (Delta Mass:-40.03)'"	0	Orbitrap	LC-ESI	3847	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'betaxolol (Delta Mass:-40.03)', 'betaxolol  (Delta Mass:-40.03)', 'levobetaxolol  (Delta Mass:-40.03)'"	0	Orbitrap	LC-ESI	3848	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'losartan (Delta Mass:-13.98)'	0	Orbitrap	LC-ESI	3849	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3850	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3851	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3852	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3853	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3854	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3855	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'octocrylene (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3856	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'maprotiline (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3857	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3858	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'protriptyline  (Delta Mass:14.02)', 'nortriptyline  (Delta Mass:14.02)'"	0	Orbitrap	LC-ESI	3859	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'nortriptyline (Delta Mass:14.02)', 'nortriptyline  (Delta Mass:14.02)'"	0	Orbitrap	LC-ESI	3860	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3861	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'methylbenzethonium (Delta Mass:-14.02)'	0	Orbitrap	LC-ESI	3862	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'methylbenzethonium (Delta Mass:-14.02)'	0	Orbitrap	LC-ESI	3863	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'methylbenzethonium (Delta Mass:-14.02)'	0	Orbitrap	LC-ESI	3864	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'methylbenzethonium (Delta Mass:-14.02)'	0	Orbitrap	LC-ESI	3865	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'protriptyline  (Delta Mass:30.01)'	0	Orbitrap	LC-ESI	3866	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'methylbenzethonium (Delta Mass:-14.02)'	0	Orbitrap	LC-ESI	3867	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'methylbenzethonium (Delta Mass:-14.02)'	0	Orbitrap	LC-ESI	3868	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'methylbenzethonium (Delta Mass:-14.02)'	0	Orbitrap	LC-ESI	3869	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'sulfamethazine (Delta Mass:-42.01)'	0	Orbitrap	LC-ESI	3870	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'clarithromycin (Delta Mass:15.99)', 'erythromycin (Delta Mass:30.01)'"	0	Orbitrap	LC-ESI	3871	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'erythromycin (Delta Mass:14.02)'	0	Orbitrap	LC-ESI	3872	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'betaxolol (Delta Mass:-40.03)', 'betaxolol  (Delta Mass:-40.03)', 'levobetaxolol  (Delta Mass:-40.03)'"	0	Orbitrap	LC-ESI	3873	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'idebenone (Delta Mass:17.03)'	0	Orbitrap	LC-ESI	3874	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'beta-cyclodextrin  (Delta Mass:36.02)'	0	Orbitrap	LC-ESI	3875	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'nortriptyline  (Delta Mass:30.01)'	0	Orbitrap	LC-ESI	3876	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'nortriptyline  (Delta Mass:30.01)'	0	Orbitrap	LC-ESI	3877	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'nortriptyline  (Delta Mass:30.01)'	0	Orbitrap	LC-ESI	3878	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'sulfapyridine (Delta Mass:29.02)'	0	Orbitrap	LC-ESI	3879	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	"related spectra of 'sulfadiazine (Delta Mass:28.03)', 'sulfapyridine (Delta Mass:29.02)'"	0	Orbitrap	LC-ESI	3880	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'alprostadil (Delta Mass:15.99)'	0	Orbitrap	LC-ESI	3881	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of '69227-93-6  (Delta Mass:12.00)'	0	Orbitrap	LC-ESI	3882	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'alprostadil (Delta Mass:-70.08)'	0	Orbitrap	LC-ESI	3883	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
GNPS_Drug_Library_Spectra_Drug_Analogs_Updated_Scans_Modified.mgf	*..*	related spectra of 'ergocalciferol (Delta Mass:15.99)'	0	Orbitrap	LC-ESI	3884	N/A	N/A	N/A	0	Positive	N/A	Crude	0	Nina Zhao	M+H	N/A	Pieter Dorrestein	3	N/A	N/A	N/A	N/A
